rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/iterations,anneal/logit_clip,time/total_timesteps,anneal/ent_coef,train/clip_fraction,train/approx_kl,val/window_0_len,train/clip_range,val/window_1_sharpe,val/worst_sharpe,train/value_loss,train/entropy_loss,train/loss,val/window_2_len,train/explained_variance,train/policy_gradient_loss,val/window_1_len,val/window_2_sharpe,train/std,val/dispersion,train/learning_rate,train/n_updates,val/mean_sharpe,val/window_0_sharpe,val/median_sharpe,val/adjusted_mean,anneal/target_kl
519.3667602539062,544,82,1361.0,11,3.2490666666666668,45056,0.009862399999999999,0.04814453125,0.010947791,47,0.2,3.56497740356776,-3.2608608907382677,28.905542182922364,-63.991571521759035,15.190887451171875,48,0.3396429419517517,0.0008935142541304231,48,-3.2608608907382677,1.0008243322372437,2.7989288231427296,0.0002,50,-0.03322236905651129,-0.40378361999902596,-0.40378361999902596,-0.5984375917410782,0.192416
519.6095581054688,553,88,1361.0,12,3.1808,49152,0.0089408,0.0,0.00023299892,,0.2,,,30.26593828201294,-63.79451236724854,11.995627403259277,,0.3692892789840698,-0.0003429654985666275,,,1.0009186267852783,,0.0002,55,,,,,0.18627200000000002
519.4107055664062,562,94,1361.0,13,3.1125333333333334,53248,0.008019199999999999,0.00146484375,0.0020570122,47,0.2,4.429884035233737,-3.548476110882484,31.557303428649902,-63.828350353240964,12.288633346557617,48,0.4116881489753723,-0.001987233373802155,48,-3.548476110882484,1.0009363889694214,3.282002450649739,0.0002,60,0.15565865944731336,-0.4144319460093127,-0.4144319460093127,-0.4814603682733076,0.180128
519.9130859375,567,100,1361.0,14,3.0442666666666667,57344,0.007097599999999999,0.064306640625,0.016339537,47,0.2,4.379222728785977,-3.7198581352560187,29.68942790031433,-64.09851570129395,12.417299270629883,48,0.43774616718292236,0.0020485922344960273,48,-3.7198581352560187,1.000882863998413,3.322212868606797,0.0002,65,0.1010123702099149,-0.35632748290021315,-0.35632748290021315,-0.5789521636040897,0.173984
519.2051391601562,573,107,1361.0,15,3.0,61440,0.006175999999999999,0.005908203125,0.0024073198,47,0.2,4.253355457971915,-4.248740740977859,31.055923986434937,-64.48474941253662,15.1461820602417,48,0.4798077344894409,-0.0005840799072757364,48,-4.248740740977859,1.0007879734039307,3.5665065960787565,0.0002,70,0.5821188237627833,1.7417417542942946,1.7417417542942946,-0.23006636148168147,0.16784
519.8465576171875,579,113,1361.0,16,3.0,65536,0.005254399999999998,0.0,0.0009087859,47,0.2,4.162872353371099,-3.9468136052586384,25.955200290679933,-64.53712024688721,10.631916046142578,48,0.5268213748931885,-0.0020737564627779648,48,-3.9468136052586384,1.000840187072754,3.4524567766534187,0.0002,75,0.8002324042651155,2.1846384646828865,2.1846384646828865,0.06352900295045594,0.161696
520.9212036132812,584,119,1361.0,17,3.0,69632,0.004332799999999998,0.021484375,0.0059020766,,0.2,,,26.5742751121521,-64.69246158599853,11.087811470031738,,0.5655372142791748,0.0019512264378136023,,,1.0007846355438232,,0.0002,80,,,,,0.15555200000000002
521.1903686523438,589,125,1361.0,18,3.0,73728,0.0034111999999999996,0.021240234375,0.0062397267,47,0.2,4.520174718030136,-2.9027729784966603,24.373156213760375,-64.94561653137207,8.436739921569824,48,0.6167006492614746,-0.0017464316973928363,48,-2.9027729784966603,1.0007389783859253,3.0385074074156915,0.0002,85,0.9654945463366413,1.279081899476449,1.279081899476449,0.48980130171247627,0.14940799999999999
522.1560668945312,593,131,1361.0,19,3.0,77824,0.002489599999999998,0.0,0.00023937214,47,0.2,4.476174555791688,-2.710993384967792,25.318198680877686,-65.0909330368042,17.055511474609375,48,0.643785834312439,-0.0008092002797638997,48,-2.710993384967792,1.0007593631744385,2.9345304196569493,0.0002,90,0.9160441535712754,0.9829512898899303,0.9829512898899303,0.4882958073293274,0.143264
521.544189453125,597,137,1361.0,20,3.0,81920,0.0019999999999999983,0.000244140625,0.0016087994,47,0.2,4.436474324341429,-2.6553002589106054,26.548726081848145,-65.03729496002197,11.496498107910156,48,0.6546906232833862,-0.002612111496273428,48,-2.6553002589106054,1.0007745027542114,2.895254287287841,0.0002,95,0.8786232377064914,0.8546956476886503,0.8546956476886503,0.4647981729788401,0.13712000000000002
521.6343994140625,600,143,1361.0,21,3.0,86016,0.0019999999999999983,0.0,0.0008008213,47,0.2,4.423772537754621,-2.6150282891625665,22.614096546173094,-65.00885467529297,9.06775951385498,48,0.700829267501831,-0.00041684460593387483,48,-2.6150282891625665,1.000767469406128,2.8736094618054553,0.0002,100,0.894925110407368,0.8760310826300498,0.8760310826300498,0.4911680381167264,0.13097599999999998
521.4345092773438,601,149,1361.0,22,3.0,90112,0.0019999999999999983,0.0,0.00023994797,47,0.2,4.462383073652197,-2.8142440834984006,23.650533771514894,-65.10458812713622,9.931384086608887,48,0.7130964994430542,-0.0007525210268795491,48,-2.8142440834984006,1.0008208751678467,2.970684183672561,0.0002,105,0.8177164737992104,0.8050104312438345,0.8050104312438345,0.36415545292461027,0.124832
521.66845703125,552,170,1361.0,23,3.0,94208,0.0019999999999999983,0.0,0.0004249179,,0.2,,,22.790902256965637,-65.119313621521,11.2855224609375,,0.7426196932792664,-0.0010515443136682734,,,1.0008872747421265,,0.0002,110,,,,,0.118688
521.8604125976562,550,178,1361.0,24,3.0,98304,0.0019999999999999983,0.00224609375,0.002244439,47,0.2,4.165141271661966,-3.938624327944527,25.935860204696656,-65.19956607818604,15.112356185913086,48,0.7421169281005859,-0.0022640424431301653,48,-3.938624327944527,1.0009201765060425,3.4503616399734907,0.0002,115,0.8060159923422433,2.1915310333092908,2.1915310333092908,0.07135991035611156,0.11254399999999999
