date,best_mc_wealth_wealth,best_mc_wealth_daily_return
2025-05-16 04:00:00,1.1068421171727059,0.0021479093784937393
2025-05-19 04:00:00,1.1105921185896368,0.003388018362103827
2025-05-20 04:00:00,1.1142936807298196,0.0033329627306229645
2025-05-21 04:00:00,1.1029455509545902,-0.010184146218792966
2025-05-22 04:00:00,1.1017412570306928,-0.0010918888270187352
2025-05-23 04:00:00,1.1043079709307406,0.0023296884669321387
2025-05-27 04:00:00,1.1175676543566322,0.012007233285399587
2025-05-28 04:00:00,1.1151764588627748,-0.0021396427183050576
2025-05-29 04:00:00,1.1206831662782306,0.004937969566781751
2025-05-30 04:00:00,1.1193369239555147,-0.0012012693357274973
2025-06-02 04:00:00,1.1305035479663375,0.00997610618558192
2025-06-03 04:00:00,1.1335142477568658,0.0026631493514058134
2025-06-04 04:00:00,1.1366517212120966,0.0027679170874468596
2025-06-05 04:00:00,1.1369734372046516,0.00028303831908326317
2025-06-06 04:00:00,1.1399470515292185,0.0026153771295464815
2025-06-09 04:00:00,1.1441116955331272,0.003653366179000966
2025-06-10 04:00:00,1.1460569128573217,0.0017001987933424078
2025-06-11 04:00:00,1.152654453556378,0.005756730425025494
2025-06-12 04:00:00,1.158889424520592,0.005409228190613905
2025-06-13 04:00:00,1.1588159532959696,-6.339795934612574e-05
2025-06-16 04:00:00,1.1570986959061977,-0.0014819069282637305
2025-06-17 04:00:00,1.164784763896061,0.006642534484790774
2025-06-18 04:00:00,1.1655478621770874,0.0006551410223413984
2025-06-20 04:00:00,1.1644625974900265,-0.0009311197954871816
2025-06-23 04:00:00,1.1740482467660345,0.00823182238456582
2025-06-24 04:00:00,1.1868166928738455,0.010875571888108048
2025-06-25 04:00:00,1.1852226132828994,-0.001343155687409531
2025-06-26 04:00:00,1.1911330945917922,0.004986811121095255
2025-06-27 04:00:00,1.188247818886753,-0.002422294971182852
2025-06-30 04:00:00,1.1945560196063463,0.005308825835256631
2025-07-01 04:00:00,1.1973024496235813,0.002299121993575484
